Item_Name,Hero_Name,Item_Type
Wraps of the Blood Covenant,Bloodseeker,Equipment
Golden Seekling,Bloodseeker,Gear
Seekling,Bloodseeker,Gear
Hunt of the Weeping Beast Loading Screen,Bloodseeker,Gear
Loading Screen of the Primeval Predator,Bloodseeker,Gear
Mini Heroes Loading Screen,Bloodseeker,Gear
Tribal Terror Loading Screen,Bloodseeker,Gear
BladeBiter,Kunkka,Equipment
Cannonade,Kunkka,Equipment
Claddish Voyager's True North,Kunkka,Equipment
Commodore's Kraken Slayer,Kunkka,Equipment
Compass Edge of the Voyager,Kunkka,Equipment
Cutlass of the Renegade,Kunkka,Equipment
Cyclone Wave Smasher of the Divine Anchor,Kunkka,Equipment
Finblade,Kunkka,Equipment
Ghost Blade of Seaborne Reprisal,Kunkka,Equipment
Grand Sword of the Witch Hunter Templar,Kunkka,Equipment
Inverse Bayonet,Kunkka,Equipment
Krakenbringer,Kunkka,Equipment
Kunkka's Shadow Blade,Kunkka,Equipment
Leviathan Whale Blade,Kunkka,Equipment
Leviathan Whale Blade of Eminent Revival,Kunkka,Equipment
Neptunian Sabre,Kunkka,Equipment
Plunder of the High Seas,Kunkka,Equipment
Sword of the Admirable Admiral,Kunkka,Equipment
Sword of the Seventy-Seven Seas,Kunkka,Equipment
Sword of the Witch Hunter Templar,Kunkka,Equipment
Tsunami Blade,Kunkka,Equipment
Admiral's Foraged Cap,Kunkka,Equipment
Admiral's Prow,Kunkka,Equipment
Bicorne of the Renegade,Kunkka,Equipment
Claddish Voyager's Helm,Kunkka,Equipment
Commodore's Bicorne,Kunkka,Equipment
Ernest Do of the Voyager,Kunkka,Equipment
Grand Curls of the Admirable Admiral,Kunkka,Equipment
Grand Hat of the Witch Hunter Templar,Kunkka,Equipment
Hat of the Kraken,Kunkka,Equipment
Hat of the Witch Hunter Templar,Kunkka,Equipment
Image of Seaborne Reprisal,Kunkka,Equipment
Plume of the Crested Cannoneer,Kunkka,Equipment
Pride of the Crew,Kunkka,Equipment
Royal Admiral's Bicorne,Kunkka,Equipment
Style of the Divine Anchor,Kunkka,Equipment
Tricorne of the Drowned,Kunkka,Equipment
Blue Stone Shoulder of the Voyager,Kunkka,Equipment
Claddish Guard,Kunkka,Equipment
Claddish Voyager's Elegant Pauldron,Kunkka,Equipment
Coat of Seaborne Reprisal,Kunkka,Equipment
Commodore's Curtains,Kunkka,Equipment
Epaulets of the Divine Anchor,Kunkka,Equipment
Grand Pauldrons of the Witch Hunter Templar,Kunkka,Equipment
Mantle of the Crested Cannoneer,Kunkka,Equipment
Old Ironsides Pauldrons,Kunkka,Equipment
Pauldrons of the Witch Hunter Templar,Kunkka,Equipment
Prize of the Saltworn Mariner,Kunkka,Equipment
The Crow's Nest,Kunkka,Equipment
Admiral's Salty Shawl,Kunkka,Equipment
Chest of the Renegade,Kunkka,Equipment
Claddish Voyager's First Chance,Kunkka,Equipment
Collar of the Divine Anchor,Kunkka,Equipment
Firebreather of the Voyager,Kunkka,Equipment
Folds of Seaborne Reprisal,Kunkka,Equipment
Grand Vestments of the Witch Hunter Templar,Kunkka,Equipment
Tabard of the Crested Cannoneer,Kunkka,Equipment
Vestments of the Witch Hunter Templar,Kunkka,Equipment
Wavecrester,Kunkka,Equipment
Admiral's Stash,Kunkka,Equipment
Belt of Seaborne Reprisal,Kunkka,Equipment
Belt of the Witch Hunter Templar,Kunkka,Equipment
Ceremonial Rapier,Kunkka,Equipment
Claddish Voyager's Second Chance,Kunkka,Equipment
Commodore's Sash,Kunkka,Equipment
Flintlock of the Divine Anchor,Kunkka,Equipment
Grand Belt of the Witch Hunter Templar,Kunkka,Equipment
Rigging Rope of the Renegade,Kunkka,Equipment
Sash of the Crested Cannoneer,Kunkka,Equipment
Black Boots of the Voyager,Kunkka,Equipment
Boots of the Divine Anchor,Kunkka,Equipment
Boots of the Witch Hunter Templar,Kunkka,Equipment
Claddish Hightops,Kunkka,Equipment
Claddish Voyager's Treads,Kunkka,Equipment
Commodore's Gaiters,Kunkka,Equipment
Grand Boots of the Witch Hunter Templar,Kunkka,Equipment
Legs of the Seaborne Reprisal,Kunkka,Equipment
Peg Leg of the Renegade,Kunkka,Equipment
Pegleg of the Cursed Pirate,Kunkka,Equipment
Sabatons of the Crested Cannoneer,Kunkka,Equipment
Seafarer's Shoes,Kunkka,Equipment
Aged Spirit of Tide,Kunkka,Equipment
Captain's Hook,Kunkka,Equipment
Claddish Gauntlets,Kunkka,Equipment
Claddish Voyager's Gloves,Kunkka,Equipment
Claw of Seaborne Reprisal,Kunkka,Equipment
Commodore's Puffy Cuffs,Kunkka,Equipment
Cuffs of the Divine Anchor,Kunkka,Equipment
Gloves of the Admirable Admiral,Kunkka,Equipment
Gloves of the Crested Cannoneer,Kunkka,Equipment
Gloves of the Witch Hunter Templar,Kunkka,Equipment
Grand Gloves of the Witch Hunter Templar,Kunkka,Equipment
Green Sleeves of the Voyager,Kunkka,Equipment
Hook of the Renegade,Kunkka,Equipment
Old Ironsides Gauntlet,Kunkka,Equipment
Battery of the Crested Cannoneer,Kunkka,Equipment
Button Down of the Voyager,Kunkka,Equipment
Claddish Voyager's Chestplate,Kunkka,Equipment
Commodore's Facings,Kunkka,Equipment
Grand Mantle of the Witch Hunter Templar,Kunkka,Equipment
Lucky Tooth Necklace,Kunkka,Equipment
Mantle of the Witch Hunter Templar,Kunkka,Equipment
Medallion of the Divine Anchor,Kunkka,Equipment
Patch of the Renegade,Kunkka,Equipment
Ye Olde Pipe,Kunkka,Equipment
Taunt: Step Lively,Kunkka,Equipment
Kinetic: Bladebiter's Strike,Kunkka,Equipment
Kinetic: Mark of the Divine Anchor,Kunkka,Equipment
Kinetic: Tidebringer of the Divine Anchor,Kunkka,Equipment
Kinetic: Torrent of the Divine Anchor,Kunkka,Equipment
"Corsair, Son of the Storm",Kunkka,Gear
Driftwood,Kunkka,Gear
Jolly Roger,Kunkka,Gear
Reign of Maelrawn,Kunkka,Gear
Underwater,Kunkka,Gear
Announcer: Kunkka & Tidehunter,Kunkka,Gear
Bestowments of the Divine Anchor Loading Screen,Kunkka,Gear
Let's Race Loading Screen,Kunkka,Gear
Loading Screen of the Witch Hunter Templar,Kunkka,Gear
Mini Heroes Loading Screen,Kunkka,Gear
Seaborne Reprisal Loading Screen,Kunkka,Gear
Backslicer of Monstrous Reprisal,Riki,Equipment
Blade of the Covert Saboteur,Riki,Equipment
Blade of the Subtle Demon,Riki,Equipment
Bladebreaker Dagger,Riki,Equipment
Dagger of the Cunning Corsair,Riki,Equipment
Dagger of the Frozen Blood,Riki,Equipment
Dagger of the Gelid Touch,Riki,Equipment
Golden Siblings Dagger,Riki,Equipment
Piercing Umbrage,Riki,Equipment
Royal Dagger of the Tahlin Watch,Riki,Equipment
Shadowshard,Riki,Equipment
Tahlin Hookblade,Riki,Equipment
Tahlin Occult Dagger,Riki,Equipment
Wrath of the Highborn,Riki,Equipment
Yasha the Quickblade,Riki,Equipment
Blade of the Subtle Demon - Off-Hand,Riki,Equipment
Bladebreaker Dagger - Off-Hand,Riki,Equipment
Blinkcutter of Monstrous Reprisal,Riki,Equipment
Dagger of the Frozen Blood Off-Hand,Riki,Equipment
Golden Siblings Offhand,Riki,Equipment
Hook of the Cunning Corsair,Riki,Equipment
Katar of the Gelid Touch,Riki,Equipment
Off-Hand Blade of the Covert Saboteur,Riki,Equipment
Piercing Umbrage - Off-Hand,Riki,Equipment
Royal Dagger of the Tahlin Watch - Off-Hand,Riki,Equipment
Sange the Backseeker,Riki,Equipment
Shadowshard - Off-Hand,Riki,Equipment
Tahlin Hookblade Off-Hand,Riki,Equipment
Tahlin Occult Dagger - Off-Hand,Riki,Equipment
Temper of the Highborn - Off-Hand,Riki,Equipment
Bladebreaker Hood,Riki,Equipment
Crimson Edict of Shadows,Riki,Equipment
Edict of Shadows,Riki,Equipment
Goatee of the Gelid Touch,Riki,Equipment
Golden Edict of Shadows,Riki,Equipment
Hat of the Cunning Corsair,Riki,Equipment
Heir's Glance,Riki,Equipment
Helm of the Covert Saboteur,Riki,Equipment
Horns of Monstrous Reprisal,Riki,Equipment
Horns of the Frozen Blood,Riki,Equipment
Mask of the Tahlin Watch,Riki,Equipment
Tahlin Occult Hood,Riki,Equipment
Thorns of the Highborn,Riki,Equipment
Veil of the Subtle Demon,Riki,Equipment
Armor of the Frozen Blood,Riki,Equipment
Bladebreaker Spaulders,Riki,Equipment
Burden of the Highborn,Riki,Equipment
Cape of Monstrous Reprisal,Riki,Equipment
Collar of the Gelid Touch,Riki,Equipment
Golden Shadow Masquerade,Riki,Equipment
Heir's Cover,Riki,Equipment
Mark of the Subtle Demon,Riki,Equipment
Shadow Masquerade,Riki,Equipment
Shoulder Pads of the Cunning Corsair,Riki,Equipment
Sigil of the Tahlin Watch,Riki,Equipment
Spaulder of the Covert Saboteur,Riki,Equipment
Tahlin Occult Shoulder Sigil,Riki,Equipment
Bladebreaker Armguards,Riki,Equipment
Bracer of the Tahlin Watch,Riki,Equipment
Bracers of Monstrous Reprisal,Riki,Equipment
Bracers of the Frozen Blood,Riki,Equipment
Bracers of the Gelid Touch,Riki,Equipment
Cuffs of the Covert Saboteur,Riki,Equipment
Cuffs of the Cunning Corsair,Riki,Equipment
Curse of the Highborn,Riki,Equipment
Heir's Gift,Riki,Equipment
Wraps of the Subtle Demon,Riki,Equipment
Bladebreaker Brush,Riki,Equipment
Heir's Steps,Riki,Equipment
Slim Blade of the Tahlin Watch,Riki,Equipment
Smoke Bomb of Monstrous Reprisal,Riki,Equipment
Tail of the Cunning Corsair,Riki,Equipment
Tail of the Frozen Blood,Riki,Equipment
Tail of the Gelid Touch,Riki,Equipment
Whip of the Covert Saboteur,Riki,Equipment
Whip of the Subtle Demon,Riki,Equipment
Whisk of the Highborn,Riki,Equipment
Taunt: See Me Now,Riki,Equipment
Ascendant Riki Loading Screen,Riki,Gear
Covert Saboteur Loading Screen,Riki,Gear
Cunning Corsair Loading Screen,Riki,Gear
Frozen Blood Loading Screen,Riki,Gear
Gelid Touch Loading Screen,Riki,Gear
Mini Heroes Loading Screen,Riki,Gear
Monstrous Reprisal Loading Screen,Riki,Gear
Rightful Heir Loading Screen,Riki,Gear
Ancipitous Strike of the Parasol's Sting,Queen_of_Pain,Equipment
Blade of the Abyssal Kin,Queen_of_Pain,Equipment
Blade of the Obsidian Nightmare,Queen_of_Pain,Equipment
Bloodfeather Feast,Queen_of_Pain,Equipment
Chained Spur,Queen_of_Pain,Equipment
Crimson Agony,Queen_of_Pain,Equipment
Dagger of Anguish,Queen_of_Pain,Equipment
Dagger of Delightful Affliction,Queen_of_Pain,Equipment
Dagger of Enduring Torment,Queen_of_Pain,Equipment
Dagger of the Arch Temptress,Queen_of_Pain,Equipment
Dagger of the Dark Angel,Queen_of_Pain,Equipment
Dagger of Twilight Shade,Queen_of_Pain,Equipment
Dirk of the Wicked Succubus,Queen_of_Pain,Equipment
Golden Bloodfeather Feast,Queen_of_Pain,Equipment
Mace of Vincere,Queen_of_Pain,Equipment
Shard of Blight,Queen_of_Pain,Equipment
Tear of Agony,Queen_of_Pain,Equipment
Chained Beauty,Queen_of_Pain,Equipment
Crown of Sanguine Royalty,Queen_of_Pain,Equipment
Crown of the Abyssal Kin,Queen_of_Pain,Equipment
Crown of Vincere,Queen_of_Pain,Equipment
Ferronniere of the Parasol's Sting,Queen_of_Pain,Equipment
Horns of Blight,Queen_of_Pain,Equipment
Horns of the Arch Temptress,Queen_of_Pain,Equipment
Horns of the Dark Angel,Queen_of_Pain,Equipment
Horns of the Obsidian Nightmare,Queen_of_Pain,Equipment
Horns of the Wicked Succubus,Queen_of_Pain,Equipment
Prongs of Delightful Affliction,Queen_of_Pain,Equipment
Shade of Anguish,Queen_of_Pain,Equipment
Style of Twilight Shade,Queen_of_Pain,Equipment
Tiara of Enduring Torment,Queen_of_Pain,Equipment
Tormentor's Diadem,Queen_of_Pain,Equipment
Armor of the Arch Temptress,Queen_of_Pain,Equipment
Chain of Enduring Torment,Queen_of_Pain,Equipment
Chained Guard,Queen_of_Pain,Equipment
Epaulette of Blight,Queen_of_Pain,Equipment
Form of the Abyssal Kin,Queen_of_Pain,Equipment
Guard of Anguish,Queen_of_Pain,Equipment
Guards of Vincere,Queen_of_Pain,Equipment
Jabot of the Parasol's Sting,Queen_of_Pain,Equipment
Mantle of Delightful Affliction,Queen_of_Pain,Equipment
Pauldrons of the Obsidian Nightmare,Queen_of_Pain,Equipment
Sash of Twilight Shade,Queen_of_Pain,Equipment
Shoulders of the Dark Angel,Queen_of_Pain,Equipment
Vestments of Sanguine Royalty,Queen_of_Pain,Equipment
Wraps of the Wicked Succubus,Queen_of_Pain,Equipment
Bloodfeather Wings,Queen_of_Pain,Equipment
Chained Wings,Queen_of_Pain,Equipment
Maze of Anguish,Queen_of_Pain,Equipment
Sinner's Embrace,Queen_of_Pain,Equipment
Span of Delightful Affliction,Queen_of_Pain,Equipment
Torment Unbound,Queen_of_Pain,Equipment
Veil of the Parasol's Sting,Queen_of_Pain,Equipment
Wings of Blight,Queen_of_Pain,Equipment
Wings of Royal Ascension,Queen_of_Pain,Equipment
Wings of Searing Pain,Queen_of_Pain,Equipment
Wings of the Abyssal Kin,Queen_of_Pain,Equipment
Wings of the Arch Temptress,Queen_of_Pain,Equipment
Wings of the Dark Angel,Queen_of_Pain,Equipment
Wings of the Obsidian Nightmare,Queen_of_Pain,Equipment
Wings of the Ruby Web,Queen_of_Pain,Equipment
Wings of the Wicked Succubus,Queen_of_Pain,Equipment
Wings of Twilight Shade,Queen_of_Pain,Equipment
Wings of Vincere,Queen_of_Pain,Equipment
Kinetic: Allure of the Succubus,Queen_of_Pain,Equipment
Dark Angel Loading Screen,Queen_of_Pain,Gear
Delightful Affliction Loading Screen,Queen_of_Pain,Gear
Envisioning Queen of Pain Loading Screen,Queen_of_Pain,Gear
Mini Heroes Loading Screen,Queen_of_Pain,Gear
Obsidian Nightmare Loading Screen,Queen_of_Pain,Gear
Raiments of Twilight Shade Loading Screen,Queen_of_Pain,Gear
Regalia of the Parasol's Sting Loading Screen,Queen_of_Pain,Gear
Sanguine Royalty Loading Screen,Queen_of_Pain,Gear
Ambinderath's Jaw,Wraith_King,Equipment
Blade of Dead Kings,Wraith_King,Equipment
Blade of Eternal Reign,Wraith_King,Equipment
Blade of Malice,Wraith_King,Equipment
Blade of the Dark Reservoir,Wraith_King,Equipment
Blade of the Dead Reborn,Wraith_King,Equipment
Blade of the Dreadborn Regent,Wraith_King,Equipment
Blade of the Stonemarch Sovereign,Wraith_King,Equipment
Blade of the Year Beast,Wraith_King,Equipment
Blood Shard,Wraith_King,Equipment
Boneslayer,Wraith_King,Equipment
Crimson Unbroken Fealty,Wraith_King,Equipment
Dreadknight Blade,Wraith_King,Equipment
Golden Unbroken Fealty,Wraith_King,Equipment
Haunted Claimant,Wraith_King,Equipment
Imperishable Spirit of the Lord,Wraith_King,Equipment
Regalia of the Wraith Lord Sword,Wraith_King,Equipment
Relic Sword,Wraith_King,Equipment
Salvaged Sword and Board,Wraith_King,Equipment
Shattered Blade of Levinthal,Wraith_King,Equipment
Shattered Destroyer,Wraith_King,Equipment
Spine Splitter,Wraith_King,Equipment
Spine Sword,Wraith_King,Equipment
Sword of the Sundered King,Wraith_King,Equipment
Unbroken Fealty,Wraith_King,Equipment
Winterblight,Wraith_King,Equipment
Crown of Eternal Reign,Wraith_King,Equipment
Crown of Malice,Wraith_King,Equipment
Crown of the Dead Reborn,Wraith_King,Equipment
Crown of the Stonemarch Sovereign,Wraith_King,Equipment
Dreadknight Crown,Wraith_King,Equipment
Helm of the Dark Reservoir,Wraith_King,Equipment
Helm of the Haunted Lord,Wraith_King,Equipment
Helm of the Sundered King,Wraith_King,Equipment
Kabuto of the Dreadborn Regent,Wraith_King,Equipment
Locks of the Year Beast,Wraith_King,Equipment
Regalia of the Wraith Lord Helmet,Wraith_King,Equipment
Dreadknight Pauldron,Wraith_King,Equipment
Pauldron of Malice,Wraith_King,Equipment
Pauldron of the Dreadborn Regent,Wraith_King,Equipment
Pauldron of the Sundered King,Wraith_King,Equipment
Pauldrons of the Haunted Lord,Wraith_King,Equipment
Pauldrons of the Stonemarch Sovereign,Wraith_King,Equipment
Pauldrons of the Year Beast,Wraith_King,Equipment
Regalia of the Wraith Lord Shoulder,Wraith_King,Equipment
Shoulder of Eternal Reign,Wraith_King,Equipment
Shoulder of the Dark Reservoir,Wraith_King,Equipment
Shoulder of the Dead Reborn,Wraith_King,Equipment
Cape of Eternal Reign,Wraith_King,Equipment
Cape of the Dead Reborn,Wraith_King,Equipment
Cape of the Dreadborn Regent,Wraith_King,Equipment
Cape of the Stonemarch Sovereign,Wraith_King,Equipment
Cape of the Year Beast,Wraith_King,Equipment
Cloak of Malice,Wraith_King,Equipment
Cloak of the Dark Reservoir,Wraith_King,Equipment
Cloak of the Haunted Lord,Wraith_King,Equipment
Dreadknight Cloak,Wraith_King,Equipment
Regalia of the Wraith Lord Cape,Wraith_King,Equipment
Scabbard of the Sundered King,Wraith_King,Equipment
Armor of Malice,Wraith_King,Equipment
Armor of the Dark Reservoir,Wraith_King,Equipment
Armor of the Dreadborn Regent,Wraith_King,Equipment
Armor of the Haunted Lord,Wraith_King,Equipment
Armor of the Sundered King,Wraith_King,Equipment
Armor of the Year Beast,Wraith_King,Equipment
Cuirass of the Stonemarch Sovereign,Wraith_King,Equipment
Arms of Eternal Reign,Wraith_King,Equipment
Arms of the Dark Reservoir,Wraith_King,Equipment
Arms of the Stonemarch Sovereign,Wraith_King,Equipment
Blistering Shade,Wraith_King,Equipment
Blistering Shade of the Crimson Witness,Wraith_King,Equipment
Bracers of Malice,Wraith_King,Equipment
Bracers of the Dead Reborn,Wraith_King,Equipment
Bracers of the Haunted Lord,Wraith_King,Equipment
Dreadknight Gauntlet,Wraith_King,Equipment
Gauntlet of the Dreadborn Regent,Wraith_King,Equipment
Gauntlets of the Sundered King,Wraith_King,Equipment
Gauntlets of the Year Beast,Wraith_King,Equipment
Regalia of the Wraith Lord Gauntlet,Wraith_King,Equipment
Taunt: Fit to Rule,Wraith_King,Equipment
Kinetic: Salvaged Sword,Wraith_King,Equipment
Kinetic: Wraith Spin,Wraith_King,Equipment
Aspect of the Year Beast Loading Screen,Wraith_King,Gear
Dead Reborn Loading Screen,Wraith_King,Gear
Envisioning Wraith King Loading Screen,Wraith_King,Gear
Haunted Lord Loading Screen,Wraith_King,Gear
Loading Screen of the Dreadborn Regent,Wraith_King,Gear
Mini Heroes Loading Screen,Wraith_King,Gear
Regalia of the Wraith Lord Loading Screen,Wraith_King,Gear
Relics of the Sundered King Loading Screen,Wraith_King,Gear
Shards of Malice Loading Screen,Wraith_King,Gear
Ancient Crown of the Arachnarok,Broodmother,Equipment
Crown of Perception,Broodmother,Equipment
Crown of the Arachnarok,Broodmother,Equipment
Crown of the Brood Queen,Broodmother,Equipment
Crown of the Glutton's Larder,Broodmother,Equipment
Crown of the Silken Queen,Broodmother,Equipment
Eyes of the Abysm,Broodmother,Equipment
Fangs of the Amber Queen,Broodmother,Equipment
Steelweb Countenance,Broodmother,Equipment
Virulent Matriarch's Head,Broodmother,Equipment
Abdomen of Perception,Broodmother,Equipment
Abdomen of the Abysm,Broodmother,Equipment
Abdomen of the Amber Queen,Broodmother,Equipment
Abdomen of the Arachnarok,Broodmother,Equipment
Abdomen of the Glutton's Larder,Broodmother,Equipment
Ancient Abdomen of the Arachnarok,Broodmother,Equipment
Armor of the Silken Queen,Broodmother,Equipment
Bladed Abdomen of the Brood Queen,Broodmother,Equipment
Lycosidae's Brood,Broodmother,Equipment
Steelweb Shell,Broodmother,Equipment
Thorned Abdomen of Malice,Broodmother,Equipment
Virulent Matriarch's Back,Broodmother,Equipment
Ancient Legs of the Arachnarok,Broodmother,Equipment
Legs of Perception,Broodmother,Equipment
Legs of the Abysm,Broodmother,Equipment
Legs of the Amber Queen,Broodmother,Equipment
Legs of the Arachnarok,Broodmother,Equipment
Legs of the Brood Queen,Broodmother,Equipment
Legs of the Glutton's Larder,Broodmother,Equipment
Legs of the Silken Queen,Broodmother,Equipment
Steelweb Sheaths,Broodmother,Equipment
Thorned Skitterers of Despite,Broodmother,Equipment
Virulent Matriarch's Legs,Broodmother,Equipment
Ancient Pedipalps of the Arachnarok,Broodmother,Equipment
Anterior of the Abysm,Broodmother,Equipment
Carapace of the Amber Queen,Broodmother,Equipment
Cowl of the Glutton's Larder,Broodmother,Equipment
Mandibles of the Silken Queen,Broodmother,Equipment
Pedipalps of the Arachnarok,Broodmother,Equipment
Steelweb Cuirass,Broodmother,Equipment
Virulent Matriarch's Boils,Broodmother,Equipment
Amber Queen's Spiderling,Broodmother,Equipment
Ancient Arachnarok Spiderling,Broodmother,Equipment
Arachnarok Spiderling,Broodmother,Equipment
Creepling of the Abysm,Broodmother,Equipment
Lycosidae's Spiderling,Broodmother,Equipment
Perceptive Spiderling,Broodmother,Equipment
Skittering Lotus,Broodmother,Equipment
Spiderling of the Glutton's Larder,Broodmother,Equipment
Spiderling of the Silken Queen,Broodmother,Equipment
Thistle Crawler,Broodmother,Equipment
Virulent Matriarch's Spiderling,Broodmother,Equipment
Taunt: Spider Shuffle,Broodmother,Equipment
Savvy Tarsus,Broodmother,Gear
Brood Hunter,Broodmother,Gear
Amber Queen Loading Screen,Broodmother,Gear
Arachnarok Loading Screen,Broodmother,Gear
Loading Screen of the Glutton's Larder,Broodmother,Gear
Mini Heroes Loading Screen,Broodmother,Gear
Virulent Matriarch Loading Screen,Broodmother,Gear
Webs of Perception,Broodmother,Gear
Burning Spear (Equipment),Huskar,Equipment
Obsidian Blade Spear,Huskar,Equipment
Sacred Bones Spear,Huskar,Equipment
Spear of Reckless Vigor,Huskar,Equipment
Trident of the Samareen Sacrifice,Huskar,Equipment
Blade of Reckless Vigor,Huskar,Equipment
Dagger of the Samareen Sacrifice,Huskar,Equipment
Obsidian Blade Dagger,Huskar,Equipment
Sacred Bones Chopper,Huskar,Equipment
Mane of the Samareen Sacrifice,Huskar,Equipment
Obsidian Blade Warhelm,Huskar,Equipment
Sacred Bones Helmet,Huskar,Equipment
Searing Dominator,Huskar,Equipment
Style of Reckless Vigor,Huskar,Equipment
Obsidian Blade Pauldron,Huskar,Equipment
Sacred Bones Shoulder,Huskar,Equipment
Shield of the Samareen Sacrifice,Huskar,Equipment
Spikes of Reckless Vigor,Huskar,Equipment
The Spoils of Dezun,Huskar,Equipment
Armlet of Reckless Vigor,Huskar,Equipment
Bracers of the Samareen Sacrifice,Huskar,Equipment
Obsidian Blade Bracers,Huskar,Equipment
Sacred Bones Bracers,Huskar,Equipment
Mini Heroes Loading Screen,Huskar,Gear
Reckless Vigor Loading Screen,Huskar,Gear
Samareen Sacrifice Loading Screen,Huskar,Gear
Frost of Elder Convergence,Jakiro,Equipment
Pyrexaec Floe,Jakiro,Equipment
Heat of Elder Convergence,Jakiro,Equipment
Pyrexaec Flux,Jakiro,Equipment
Wings of Elder Convergence,Jakiro,Equipment
Tail of Elder Convergence,Jakiro,Equipment
Taunt: Fluid Mechanics,Jakiro,Equipment
Double Vision,Jakiro,Gear
Mini Heroes Loading Screen,Jakiro,Gear
Bertha the Morde-bat,Batrider,Equipment
Bessy the Batmeleon,Batrider,Equipment
Burning Iron,Batrider,Equipment
Dreaded Forgewing,Batrider,Equipment
Feral the Werebat,Batrider,Equipment
Fiery Tyl,Batrider,Equipment
Flame Bat,Batrider,Equipment
Freya,Batrider,Equipment
Ghastly Nocturne,Batrider,Equipment
Glowbat,Batrider,Equipment
Manta Marauder's Manta Ray,Batrider,Equipment
Queen of the Jack Bomber,Batrider,Equipment
Rachel the Morde-bat,Batrider,Equipment
Torch,Batrider,Equipment
Verna,Batrider,Equipment
Vingspan,Batrider,Equipment
Big Bad Bandana,Batrider,Equipment
Cap of the Jack Bomber,Batrider,Equipment
Firestarter Gas Mask,Batrider,Equipment
Flamestitched Suitings Bandana,Batrider,Equipment
Head of the Apex Explorer,Batrider,Equipment
Hood of the Rowdy Firebrand,Batrider,Equipment
Mask of the Manta Marauder,Batrider,Equipment
Mask of the Marauding Pyro,Batrider,Equipment
Mask of the Primal Firewing,Batrider,Equipment
Rough Rider's Muggin' Mask,Batrider,Equipment
Cape of the Rowdy Firebrand,Batrider,Equipment
Cloak of the Jack Bomber,Batrider,Equipment
Firestarter Fuel Cannister,Batrider,Equipment
Flamestitched Suitings Cape,Batrider,Equipment
Glider of the Marauding Pyro,Batrider,Equipment
Rough Rider's Slipshod Slicker,Batrider,Equipment
Shoulder of the Apex Explorer,Batrider,Equipment
Spike of the Primal Firewing,Batrider,Equipment
Tank of the Manta Marauder,Batrider,Equipment
Belt of the Apex Explorer,Batrider,Equipment
Belt of the Manta Marauder,Batrider,Equipment
Burning Jacks,Batrider,Equipment
Cocktail of the Marauding Pyro,Batrider,Equipment
Firestarter Gas Pump,Batrider,Equipment
Flamestitched Suitings Wrap and Molotov,Batrider,Equipment
Rough Rider's Tools,Batrider,Equipment
Tools of the Primal Firewing,Batrider,Equipment
Tools of the Rowdy Firebrand,Batrider,Equipment
Taunt: Hang Loose!,Batrider,Equipment
Echo the Locator,Batrider,Gear
Burning Jack Bomber Loading Screen,Batrider,Gear
Burning Trio,Batrider,Gear
Firestarter Loading Screen,Batrider,Gear
Flight of the Marauding Pyro Loading Screen,Batrider,Gear
Loading Screen of the Apex Explorer,Batrider,Gear
Loading Screen of the Rowdy Firebrand,Batrider,Gear
Manta Marauder Loading Screen,Batrider,Gear
Mini Heroes Loading Screen,Batrider,Gear
Primal Firewing Loading Screen,Batrider,Gear
Adoring Wingfall,Omniknight,Equipment
Clergy Warhammer,Omniknight,Equipment
Feudal Mace of Chivalry,Omniknight,Equipment
Guard of Basilius,Omniknight,Equipment
Hammer of Enlightenment,Omniknight,Equipment
Hammer of Holy Words,Omniknight,Equipment
Hammer of Hope,Omniknight,Equipment
Hammer of Light Inexorable,Omniknight,Equipment
Hammer of the Grey Gallant,Omniknight,Equipment
Hammer of the Purist Champion,Omniknight,Equipment
Hammer of the Radiant Crusader,Omniknight,Equipment
Hammer of the Stalwart Soul,Omniknight,Equipment
Hammer of Thunderwrath's Calling,Omniknight,Equipment
Mace of Heavenly Light,Omniknight,Equipment
Mallet of Magnificence,Omniknight,Equipment
Mallet of Sacred Light,Omniknight,Equipment
Omniscient's Maul,Omniknight,Equipment
Omnivus,Omniknight,Equipment
Peacebringer,Omniknight,Equipment
Power Dragon Slam,Omniknight,Equipment
Rune Hammer,Omniknight,Equipment
Sigil of the Undying Light,Omniknight,Equipment
Warhammer of Renewed Faith,Omniknight,Equipment
Winged Paladin's Defiance,Omniknight,Equipment
Champion of Emauracus,Omniknight,Equipment
Coiffure of the Stalwart Soul,Omniknight,Equipment
Crown of Sacred Light,Omniknight,Equipment
Hair of the Grey Gallant,Omniknight,Equipment
Helm of Heavenly Light,Omniknight,Equipment
Helm of the Radiant Crusader,Omniknight,Equipment
Helm of Thunderwrath's Calling,Omniknight,Equipment
Hood of the Hierophant,Omniknight,Equipment
Mane of the Undying Light,Omniknight,Equipment
Paragon's Rebuke,Omniknight,Equipment
Runed Helm of Valor,Omniknight,Equipment
Winged Paladin's Helm,Omniknight,Equipment
Armor of the Purist Champion,Omniknight,Equipment
Armor of the Radiant Crusader,Omniknight,Equipment
Armor of Thunderwrath's Calling,Omniknight,Equipment
Heavy Pauldrons of the Hierophant,Omniknight,Equipment
Ornate Mantle of Renewed Faith,Omniknight,Equipment
Pauldron of Heavenly Light,Omniknight,Equipment
Pauldron of the Undying Light,Omniknight,Equipment
Pauldrons of Sacred Light,Omniknight,Equipment
Pauldrons of the Grey Gallant,Omniknight,Equipment
